POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,ST,CID,Tier,Title,L10,VAR,VLvl,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,CON,PBABIP,HRA,STU vL,CON vL,PBABIP vL,HRA vL,STU vR,CON vR,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,wSB,UBR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Yoshinobu Yamamoto,Yoshinobu,Yamamoto,Scranton Tacos,5' 10',175 lbs,R,R,99,Los Angeles Dodgers,LAD,2026,2026,,81798,Diamond,MLB 2026 Live  SP Yoshinobu Yamamoto  LAD,0,N,0,38,20,10,41,18,38,20,10,41,18,38,20,10,41,18,31,10,Normal,Normal,Normal,88,95,109,76,86,95,106,75,90,96,111,78,90,-,85,88,84,81,84,-,-,-,-,-,6,NEU,96-98,3/4,Normal,69,64,1,1,2,35,33,64,9,15,16,35,80,-,-,-,-,-,-,-,-,80,-,47,4,26,-,5,-,-,8,10,12,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,5,5,0,0,0,0,0,13.0,55,50,8,1,0,2,8,8,4,0,11,0,1,0,0,0,0,0,0,0,0,0.92,0,19,9,0,0,0.0,0.1,0.0,4.07,5,5,8,2,5,1,0,0,2.25,-0.6,.534,1,0,28.0,0,0,3,2,1,0,0,0,0,0,0,0,-0.1,0.0
3B,David Wright,David,Wright,Webster Groves Supercells,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,N,0,123,91,106,106,94,125,97,120,109,108,122,89,101,105,90,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,102,-,-,-,-,151,-,-,-,102,-,-,-,-,76,63,85,89,86,55,210,192,42,29,10,0,3,26,27,17,1,1,0,0,0,38,3,17.8,0.00,16,-8.4,0.7,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,124,124,363,272,71,20,22,0,2.78,-2.0,.999,0,0,1110.1,0,0,305,282,56,40,20,9,13,3,10,0,0.0,0.0
3B,David Wright,David,Wright,Brookhaven Barons,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,N,0,123,91,106,106,94,125,97,120,109,108,122,89,101,105,90,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,102,-,-,-,-,151,-,-,-,102,-,-,-,-,76,63,85,89,92,49,221,203,58,37,13,0,8,31,29,15,0,2,0,1,0,41,4,32.1,0.00,31,6.0,2.4,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,145,143,453,326,104,23,26,0,3.02,1.1,1.013,0,0,1280.1,0,0,398,370,44,30,28,15,15,4,24,4,0.0,0.0
3B,David Wright,David,Wright,Bushwick Performative Males,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,Y,5,133,99,115,115,102,135,105,130,118,117,132,97,109,114,98,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,110,-,-,-,-,161,-,-,-,110,-,-,-,-,76,63,85,89,108,64,260,226,64,46,12,0,6,29,33,28,3,2,0,4,0,48,5,35.3,0.00,34,3.7,3.8,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,138,138,437,326,93,18,29,0,3.07,4.4,1.018,0,0,1229.1,0,0,362,338,50,42,37,20,21,9,27,1,0.0,0.0
3B,David Wright,David,Wright,Alcatraz Jacks,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,N,0,123,91,106,106,94,125,97,120,109,108,122,89,101,105,90,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,102,-,-,-,-,151,-,-,-,102,-,-,-,-,76,63,85,89,65,32,145,129,34,21,8,0,5,15,18,13,0,1,0,2,0,22,3,19.1,0.00,19,2.2,1.4,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,62,62,163,130,26,7,14,0,2.60,3.2,1.036,0,0,541.0,0,0,137,133,15,13,10,3,4,1,13,2,0.0,0.0
3B,David Wright,David,Wright,Joliet Scarlet Knights,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,N,0,123,91,106,106,94,125,97,120,109,108,122,89,101,105,90,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,102,-,-,-,-,151,-,-,-,102,-,-,-,-,76,63,85,89,66,38,149,135,28,12,11,1,4,15,13,13,0,1,0,0,0,32,5,14.1,0.00,14,-2.6,0.0,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,56,50,167,138,18,11,9,0,3.13,-0.0,.987,0,0,448.0,0,0,142,128,15,15,13,10,9,2,8,0,0.0,0.0
3B,David Wright,David,Wright,Edmonton Lake Monsters,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,N,0,123,91,106,106,94,125,97,120,109,108,122,89,101,105,90,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,102,-,-,-,-,151,-,-,-,102,-,-,-,-,76,63,85,89,95,65,272,236,59,41,7,0,11,33,35,33,0,1,0,2,0,69,3,36.0,0.00,35,4.2,3.7,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,142,142,439,314,106,19,22,0,2.97,4.2,1.023,0,0,1273.0,0,0,371,345,48,38,27,20,13,3,23,1,0.0,0.0
3B,David Wright,David,Wright,NorCal CGE,6' 0',205 lbs,R,R,100,New York Mets,NYM,2007,2005-2014,,83857,Perfect,Hardware Heroes  3B David Wright  NYM  2007,0,Y,5,133,99,115,115,102,135,105,130,118,117,132,97,109,114,98,2,2,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,OTT,Normal,1,7,-,-,-,107,78,99,39,3,3,9,-,-,-,-,110,-,-,-,-,161,-,-,-,110,-,-,-,-,76,63,85,89,94,61,251,226,57,31,15,0,11,32,27,22,0,1,0,2,0,48,3,34.4,0.00,33,4.3,3.5,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,130,127,360,274,74,12,24,0,2.81,5.4,1.026,0,0,1113.1,0,0,311,298,38,32,16,9,13,3,16,0,0.0,0.0
SS,Bobby Witt Jr.,Bobby,Witt Jr.,Humongous Melonheads,6' 1',200 lbs,R,R,100,Kansas City Royals,KCR,2026,2026,,82379,Perfect,MLB 2026 Live  SS Bobby Witt Jr.  KC,0,N,0,106,107,91,74,95,106,107,92,76,96,106,107,91,74,95,57,44,Groundball,Pull,Pull,1,19,78,22,1,19,78,23,1,19,79,22,16,-,-,-,-,-,-,-,-,-,-,-,1,FB,92-94,3/4,Normal,38,33,2,2,2,97,86,97,92,57,59,80,-,-,97,114,107,101,-,-,-,152,-,97,114,107,101,68,40,67,97,98,97,93,26,9,45,41,13,9,3,0,1,3,12,2,0,2,0,0,0,9,1,7.1,0.00,7,1.9,0.3,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,47,33,203,62,140,1,21,0,5.92,-1.0,.980,0,0,307.0,0,0,74,72,9,4,9,6,8,0,2,0,0.0,0.0
DH,Jesse Winker,Jesse,Winker,Raleigh Keilbasas,6' 2',205 lbs,L,L,93,Cincinnati Reds,CIN,2020,2015+,,83787,Diamond,Historical All-Star  LF Jesse Winker  CIN  2020,0,N,0,86,106,92,81,107,27,14,46,92,70,98,135,105,77,124,5,8,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,10,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,91-93,OTT,Normal,1,10,-,-,-,6,9,5,9,37,95,44,-,-,-,-,-,-,47,-,36,12,-,-,-,-,-,47,-,36,5,9,16,10,2,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.1,0.00,0,0.1,-1.2,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,2,0,2,0,2,0,0,0,3.00,0.0,.994,0,0,6.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,-0.0
RF,Dave Winfield,Dave,Winfield,Bushwick Performative Males,6' 6',220 lbs,R,R,100,San Diego Padres,SDP,1979,1961-1979,HOF,85473,Perfect,Mr. May - Hall of Fame  RF Dave Winfield  SD  1979,0,N,0,107,88,132,125,100,105,80,144,170,130,108,91,128,110,94,75,78,Normal,Normal,Normal,1,1,1,5,1,1,1,5,1,1,1,5,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,89-91,3/4,Normal,1,18,-,-,-,5,3,2,9,109,93,120,-,-,-,-,-,-,-,126,144,4,-,-,-,-,-,-,126,144,106,62,71,112,94,58,251,224,59,44,10,0,5,22,23,27,0,0,0,0,0,47,7,28.6,0.00,30,0.9,2.0,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,63,63,112,4,107,1,0,0,1.78,0.9,1.008,0,0,562.0,0,0,82,82,19,13,23,9,18,3,25,0,0.0,1.6
RF,Dave Winfield,Dave,Winfield,Fresno Bulldogs,6' 6',220 lbs,R,R,100,San Diego Padres,SDP,1979,1961-1979,HOF,85473,Perfect,Mr. May - Hall of Fame  RF Dave Winfield  SD  1979,0,N,0,107,88,132,125,100,105,80,144,170,130,108,91,128,110,94,75,78,Normal,Normal,Normal,1,1,1,5,1,1,1,5,1,1,1,5,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,89-91,3/4,Normal,1,18,-,-,-,5,3,2,9,109,93,120,-,-,-,-,-,-,-,126,144,4,-,-,-,-,-,-,126,144,106,62,71,112,92,61,251,217,52,29,8,2,13,30,36,27,1,5,0,2,0,46,5,35.3,0.00,35,6.2,2.7,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,150,145,314,13,296,5,2,0,2.16,0.6,1.006,0,0,1285.1,0,0,238,233,59,35,44,20,38,4,44,4,0.0,5.4
